gene;value
AC134684.10;1
AL391294.1;1
AC079776.3;0
AF228730.5;2
AP000553.4;5
SCYGR10;0
LINC02786;0
AC092902.4;10
AP000867.4;0
AC091167.7;0
AC079781.4;0
AC091304.10;0
SCYGR1;0
AP000553.5;8
SCYGR4;0
AL354702.1;0
AL031590.1;13
AC092821.3;19
SCYGR8;1
AC073648.6;0
AC099063.3;0
AC005551.1;4
AP006294.2;0
AL590434.1;2
AL139254.2;0
AL139424.2;27
SCYGR2;0
AC074386.1;22
AL592182.2;0
AL031291.1;0
AC097493.3;3
AC009093.8;7
AL031430.1;0
AP000553.6;5
BX323043.1;10
AL357509.1;0
AP000553.7;11
AC084121.2;0
AL645937.4;0
AL031432.5;5
AL513478.3;0
AC073869.6;1
AC092902.5;0
AC105233.5;0
OR4F16;1
AC068587.6;0
AL161756.3;3
AC002472.4;0
Z98259.2;0
SCYGR5;0
LINC02780;0
AC092053.3;16
AC092128.1;15
AC009093.9;0
AC109583.4;6
AC092865.3;0
LINC02781;0
AC116667.2;2
AL645944.2;0
AL031985.4;0
LINC02811;4
AL356585.12;0
OR8B2;0
AC078776.2;0
AC092442.1;0
AC009093.10;2
AC119674.2;0
AC092865.4;0
BTN1A1P1;0
OR7E84P;0
CD300H;7
AC073111.3;286
Z98259.3;0
LINC02606;52
AL355602.1;0
AC108941.3;0
LINC02808;0
AC006511.5;1
AC084121.3;0
AL445648.1;3
AL049637.1;0
TMEM247;0
AL136115.3;0
AL805961.1;0
SCYGR3;0
AL596257.1;0
AC073869.7;0
AC079781.5;13
AL031731.1;4
KF456110.1;2
Z98257.2;0
AC010325.3;0
SMIM38;1
AP001153.1;0
AL034417.3;2
AC087269.2;0
SCYGR7;0
AL033527.3;5
AC117945.2;0
AL662907.3;0
AP003175.1;1
OR8S1;1
AC068587.7;0
SCYGR6;0
AL109936.9;18
AC116562.3;3
AF228730.6;0
TMDD1;18
AC083906.5;12
AP002512.3;0
OR4F29;3
AC099063.4;22
AL139424.3;17
RNA5SP343;0
AL358472.5;169
BX005132.1;0
AL645728.2;16
PDE11A;0
OR11P1P;1
AL139254.3;0
AL591163.1;0
AL589702.1;0
AC068587.8;0
AL034417.4;13
AL513220.1;3
EEF1AKMT4;346
AC022414.1;0
AL449105.1;0
TBCE;208
AC011330.3;0
AC114490.3;11
AL121900.1;0
AC132217.2;0
AC091057.4;0
AC183088.1;0
SMIM41;2
AC008397.1;7
AC235565.2;1
AC245033.4;0
AC099791.3;0
AL365394.1;1
AC068946.2;4
AL356747.1;0
GCSAML-AS1;0
AL121935.1;0
AL662884.2;0
AL049557.1;9
AC183088.2;0
AC007846.1;0
AC018637.1;0
AC004893.1;0
FAM91A2P;0
AP000812.3;0
AL355981.1;0
AC093323.4;0
LINC02359;0
AC091185.2;0
CCDC39;82
AL449105.2;0
OOSP1;0
AC000093.1;4
AC015908.6;0
AC133644.2;8
AL359762.1;52
AC021066.2;3
OR4H6P;0
AC119676.1;0
AC074008.1;0
AC091057.5;0
AL121935.2;1
EEF1AKMT4-ECE2;0
AP000812.4;1250
AL445205.1;6
AC005280.2;1
AC104389.6;0
AC017083.4;0
AC048338.2;0
AC068831.6;84
AC107959.4;2
AL355798.1;0
AC104472.3;1
AL662884.3;33
AC107959.5;0
AF131216.5;0
AC007262.2;14
AL449105.3;0
AC242842.2;0
AL138689.2;689
AC093827.4;29
AL049629.2;0
BX255925.3;1221
AL160272.1;5
UPK3BL2;0
AL109840.1;0
AL449043.2;0
U52112.1;0
AC183088.3;0
AL451062.2;0
AL590282.2;2
AL591518.1;0
AC008581.2;0
AC005280.3;0
OOSP4A;0
AC092723.3;0
AC017002.3;2
AC245140.3;18
AC020765.5;0
AL022312.1;0
AC090001.2;0
AC091057.6;0
AC092723.4;1
AL035412.1;0
AC099499.2;0
AC093512.2;33
AC006548.3;0
SLC7A14-AS1;3
AL357556.3;28
AC135721.2;0
AC245100.8;0
SMIM40;0
AC074008.2;0
AL449105.4;0
ARHGAP11B;7
AL513493.1;0
AC068724.3;3
AC004593.1;2
AL160272.2;0
AL662884.4;2
AC002074.1;4
AL109840.2;5
LINC01488;8
AC025887.2;32
AL359555.2;1
AC021066.3;0
AL451123.1;11
AC016831.6;14
AC103718.1;38
AL162588.1;0
AC135068.11;0
AC068724.4;0
PIGY-DT;1
AC092306.1;19
AL358113.1;12
AC022506.1;0
OR4Q1P;0
AC006927.5;0
AL359555.3;0
AC140134.1;0
AC092153.1;0
AL627422.2;3
THSD1P1;0
AC004593.2;80
AC092723.5;1
AC124014.1;27
AL358117.1;0
AL590764.2;0
AL357556.5;0
AC093154.1;0
AC244033.2;83
AC008397.2;8
AC018754.1;133
AC090679.3;0
AC104454.2;0
AC139834.1;0
AL121612.2;1
LINC02795;5
AL009178.3;52
AC241377.4;1
AL355499.2;0
AC026316.4;0
HULC;200
AC015908.7;0
AL359538.2;0
RALY-AS1;242
OOSP3;0
PRSS52P;0
AC006064.6;0
AL137789.2;0
DINOL;1
AL162417.1;0
AC090517.4;0
AL513128.2;2
AL157893.1;17
AL669831.6;0
AL160269.1;0
TFAP2A-AS2;50
AL390957.1;7
AL035078.4;0
AL354855.1;0
ABCF2-H2BE1;0
LINC00842;2
AC073176.2;1
AC004381.4;2
Z83844.2;0
AC002470.2;5
AL158066.2;0
AC104169.1;0
AC025283.2;50
AC126283.2;0
AC090517.5;82
AC108734.4;0
AC091564.7;0
AL359555.4;0
AC010745.5;0
AL844170.1;1
AC008533.1;0
AC087564.1;0
AL449105.5;0
LINC02478;14
AL359762.2;0
FO393400.1;1
AP000438.2;0
AC079799.2;0
AL109897.1;0
AC244230.2;0
Z82190.2;0
OR11J6P;0
AL033530.1;1
AC099671.1;0
GABPB1-IT1;384
AC005232.1;0
AP001056.2;0
AC137630.5;8
BX571818.1;2142
PDGFRL2P;4
AL162718.1;1
SOD2-OT1;5
POLR2J3;40
AL162377.3;124
TUSC2P2;0
Z84488.1;0
ZNF883;0
AL136961.1;0
AC111006.1;0
AC093827.5;1
LINC02792;0
AL136419.1;0
TUSC2P1;1
AC007846.2;0
AC134980.2;0
AL691520.1;0
AC139491.7;10
H2BE1;1
AL590381.1;0
AC003043.2;0
AC135068.12;0
AL356417.3;1
AC104389.7;0
AC010616.1;0
AL034430.1;0
TBCEL-TECTA;3
AP006216.3;0
AC010198.2;20
AC004900.1;153
AC104781.1;0
AL353586.1;305
AC119673.1;0
AC026740.2;0
AC005906.3;3
AC073236.1;0
AC099670.3;1
AC020907.6;0
AC136285.3;0
AC097104.1;0
AC016816.1;2
AL445928.2;12
Z83840.1;5
LINC02788;0
RELA-DT;107
AL163541.1;0
AC021683.5;1
LINC02838;0
AP003385.5;0
AC092134.3;0
AC006059.3;0
AC022023.2;0
AC005548.1;0
AC013717.1;0
AC022168.1;0
AC115220.1;0
AC124798.2;7
AL133500.1;0
AC068725.1;0
AC091973.1;0
AC110014.1;0
AC067752.1;0
AC114977.1;0
AL137182.1;0
AC242988.2;2
AC005293.1;0
AL354897.1;0
AC069410.1;0
AC112504.2;0
AC022903.2;0
AC103739.3;5
AP001804.1;0
AC090099.2;0
AC106872.12;1
AL031121.2;0
AL671762.1;0
AL445238.1;0
AC074051.3;0
AP003398.2;0
AC099344.3;5
AL590666.4;3
AL513548.4;2
AL136441.1;1
AC083864.4;0
AP001496.4;0
AL138686.2;0
AC019127.1;78
AL035696.4;0
AC015687.1;1
CR769776.3;0
AC091196.1;2
AC016042.1;13
AC010422.7;0
AL158800.1;0
AC069444.2;0
AL132875.3;0
AC012470.1;1
AL160254.1;0
AC010422.8;189
AC010291.1;0
AC092617.1;0
AC080068.1;0
AC055872.2;0
LINC02856;0
AC105114.2;0
AC017116.2;12
AC051619.10;1
AL023283.1;0
AC234917.2;1177
AC023593.1;1469
AC084262.2;2
AC097625.1;15
AL035693.1;0
AL357835.1;0
AC109441.1;0
AC079200.1;0
FAM90A9P;0
AL161665.1;811
5S_rRNA;0
AL590286.2;0
AC007132.1;0
AC004974.1;439
AC099482.2;0
AC026100.1;1
AL359508.1;0
AC114977.2;0
AC074132.1;0
AL449214.1;0
FAM90A16P;0
AL138999.2;1
AL135926.1;2
Z82202.2;0
AC025062.3;0
AC117378.1;0
5S_rRNA;0
AC005343.4;4
AC126755.5;0
AL031847.1;0
AL590068.3;0
AC097105.1;0
AC084024.4;14
AL132633.1;0
AL583827.1;1
AC021660.3;0
AL450163.1;3
AL161449.2;2
AL138927.1;0
AL133259.1;1
AP001999.2;0
AL358472.6;14
AL139330.1;0
AL354741.1;0
AC108448.3;29
AL133410.3;0
AL021155.4;18
AL671883.3;0
AC137735.2;0
AL357079.2;426
AL157827.2;42
AL450992.2;0
AL591428.1;0
AC006238.2;0
AC090953.2;0
AC009879.2;0
AP002793.1;3
FAM90A19P;0
AC127035.1;0
AC134684.11;0
AC092958.3;0
AC127520.1;0
FAM245B;0
AC108457.1;6
AL139317.5;9
TOP1P1;6
AC006972.1;0
AC012291.3;9
AC126544.2;20
AC026979.4;19
AC006970.2;0
AL139405.1;0
AL160396.2;3
AC007092.1;0
5S_rRNA;0
AC023385.1;0
AL158212.5;46
AL355388.2;4213
AC079142.1;17
AL355481.1;0
AC091576.1;2
AC023781.1;53
AL137781.1;1
AC115284.3;1
LINC02834;0
FAM90A22P;0
AL161443.1;2
AC091951.4;0
AL022332.2;0
AL445259.1;0
AC023509.6;51
AP002381.2;30
AL162718.2;1
AC016383.2;0
AP002433.2;145
AC002059.3;8
AL049825.1;0
AL360267.2;0
AC104260.3;2
AL357140.4;1
AC211476.5;0
AL021918.3;0
AC004765.1;2
AC090692.2;0
AL807776.1;2
AL008720.1;0
AC097634.4;0
AL592164.2;5
AC012184.4;113
LINC02835;0
AC068707.1;2
AC098588.2;0
AL159158.1;0
AC063960.1;3
AC004129.3;0
AL162719.1;0
AL353072.2;0
AL356275.1;0
FAM90A17P;0
AC207130.1;0
AL034430.2;0
AC092110.1;0
AC004967.2;28
AL031121.3;0
AL136419.2;0
AC098484.4;491
AC103874.1;0
Z94721.3;25
AC090644.1;0
AC121334.3;0
AL031315.1;0
AC005414.1;0
LINC02717;0
AC131025.3;5
LINC02680;2
AC098969.1;2
AC010157.2;0
AC090692.3;1
AC005999.2;0
AL445604.1;0
AL158210.1;0
AC083837.1;12
AC104805.1;0
AL450447.1;0
AL133485.3;1
AC090337.2;2
AC097636.1;0
AL157385.2;2
AC021723.2;0
CDC42-AS1;666
LCEP3;0
AC008170.1;0
AC132153.1;1
BX890604.1;697
AC036214.4;0
AL138885.3;0
AC087498.1;0
AL645939.5;3
AC253536.7;2
AL358777.3;29
AL445989.2;0
FAM90A23P;0
AC092042.4;0
LINC02849;0
AP003100.2;19
AC018653.4;4
AL139095.5;15
AC000120.2;0
AL161893.1;0
AL133444.1;5
AC109136.1;0
5S_rRNA;0
AL139142.2;7
AL591463.1;0
AL358472.7;0
AC109129.1;0
AL117340.1;1
AC116099.1;0
AC098588.3;0
AL353595.1;0
AC003950.1;0
AC074325.1;1
AC099782.1;0
AL162717.1;0
AC021517.3;1
AC009879.3;3
AC040169.4;2
ANAPC1P2;26
AL031281.1;0
AL162458.1;384
AL512658.2;0
AC092958.4;0
AL645929.2;31
AC026462.5;0
AL133268.4;0
AL450043.1;0
AL442003.1;52
AC025774.1;9
AC012378.2;3
AL391560.1;0
AL353768.2;2
LINC02797;0
AC093295.1;0
AC018511.6;0
AL355677.1;1
AL390719.3;11
AP000813.1;46
FAM90A14P;0
GET1-SH3BGR;0
AP000944.5;2
AC105213.1;0
AL591893.1;0
AC131180.1;0
AL157829.1;8
AC011899.3;0
AC129926.2;0
LINC02793;0
AL353796.2;151
CCDC15-DT;19
AL356807.1;0
AP001267.5;0
AC005921.4;2
AL109628.2;388
AC027329.1;0
AL590989.1;4
AL356413.1;0
AP000676.5;0
AC092896.1;5
AC024598.1;0
AL646090.2;2
AL445685.3;0
AL353648.1;0
AC005692.3;0
AP000820.2;0
SCYGR9;0
FO393414.3;6
AL392086.1;0
AL358613.3;0
AL713852.1;1
AC025280.3;89
AL021918.4;45
AC009152.3;0
AL359762.3;3
AL353147.1;27
AL137802.3;0
AC010197.2;0
Z72006.1;1
AL353704.1;1
AC016727.3;1
AL137005.1;0
AL512598.2;6
AC010677.2;0
AC026991.2;0
AC084121.4;0
AC009554.2;6
AP000593.4;174
AC010285.3;428
LINC02852;0
BX470102.2;49
AC008676.3;54
LINC02858;0
AC012673.1;0
AL359844.1;0
AC007240.3;17
AL445253.1;3
AL035446.2;4
AC093912.1;1
AC007448.5;12
AP002961.1;0
AC018628.2;2
AC144573.1;0
AC105206.3;3
AC093516.1;0
AC123784.1;0
AL022345.4;67
AC092058.1;0
AC211476.6;2
AL009176.1;25
Z85996.2;0
AL355312.4;0
AC009623.3;0
AC113348.1;0
AC006043.1;0
AL136372.2;0
AP003557.2;0
AC074281.1;0
AC004687.2;2
AC007317.1;3
AL023574.1;0
AC079177.1;0
AC008012.1;0
AL136442.1;1
AC006452.1;0
BMP8B-AS1;0
AC083855.2;111
AL161910.1;20
AC080128.2;241
AP002762.2;3
AL513013.1;0
AL391834.3;3
5S_rRNA;0
FAM90A18P;0
AC022440.1;1
AC015819.5;0
AL109924.4;0
AC092376.3;1
AC087639.2;2
AC087721.2;0
AP000779.1;217
AC104453.1;0
AL160171.1;2
AC007391.2;4
AC005082.2;418
AC134684.12;0
AC103591.4;10
AL353789.1;0
AC015813.8;0
AC005495.1;0
AL133353.2;19
AP003498.2;16
AC091074.2;0
AL159978.1;292
AL392024.1;0
FAM90A8P;0
AC072022.2;15
AC034268.2;0
AC009899.1;1
AL133257.1;0
AC018362.3;0
AC112128.1;3
H2AL1SP;0
AC242022.2;2
AL162596.1;0
AC127029.3;0
AC123768.4;172
FAM90A10P;0
AC020663.4;1
AC000120.3;0
AC119428.2;0
BX842242.1;8
AC019257.9;246
AC073174.1;9
AL590556.3;0
AC005100.2;1
AL590814.1;0
AL035467.2;0
AC002074.2;0
AC007686.4;10
NIPBL-DT;271
AL022324.4;0
AC087591.1;1
AC106820.6;47
AC023095.1;0
CERNA2;2046
AC063960.2;2
AC026624.1;0
FAM90A7P;0
AL135905.2;81
AC022068.1;0
AC113348.2;0
AC009090.6;59
AP003025.2;0
AL591888.1;0
AC012213.5;0
AC009301.1;3
LINC02689;1
BX248415.1;0
AL157886.1;1
AL392086.2;0
H2AQ1P;0
NBEAP6;0
AL355312.5;2
AC120036.5;0
AC018931.1;0
AL731559.1;3
AC006116.9;28
AC008391.1;0
AC104790.1;0
AC025442.2;2
AC234775.3;1
AC021087.5;6
AC010987.1;1
AC110992.1;0
AC124944.3;9
AL353899.1;0
AL109828.1;0
AC113189.12;0
AC148477.10;0
AC244213.1;0
AC108925.1;0
AC062037.3;25
FP671120.8;2
AC005050.2;2
SPDYE15;0
CR589904.2;0
AC079949.3;1
AC011322.1;8
AF129075.3;912
NOTCH2NLB;0
AC011997.2;0
LINC02822;3
AL121899.2;0
AP001924.1;0
AC026803.3;8
FAM246C;1
AC079776.4;0
PCSEAT;0
AP002008.4;0
AC015911.9;0
AC232271.2;45
FP236383.6;0
CR381670.2;3
AC100822.1;2
AC073840.1;0
AC017099.2;2
AC011479.4;16771
SPDYE13;0
AC093849.2;52
AL158058.2;0
AC074139.1;0
LCAL1;68
AC091214.1;8
AP001977.1;1
AC005034.6;34
AC093898.1;8
AC093894.1;0
AC008966.3;0
AC090016.1;0
AC012078.2;0
AC244102.3;0
AL109955.1;1
ASDURF;0
FP236383.7;1
AC093890.2;0
AC008055.2;8
FP671120.9;5
AC018865.2;35
AC005538.3;0
AL365256.1;16
RCAN3AS;50
AC092353.2;15
AL121888.1;3
AL035413.2;19
SLFN12L;1
AC097375.4;0
AC004263.2;820
AC010974.2;0
AC076968.2;2
AP000356.5;4
AL136171.2;10
AC002072.1;0
AL138900.2;0
AC110795.1;3
AC009412.1;0
AC005050.3;0
AL158141.1;67
AL391056.2;1443
AL627230.3;0
AC011477.7;4
AC016682.1;0
AL133493.1;2
AL132981.1;0
AL096794.1;2
AL109653.3;7
AC099661.1;44
AL133331.1;1
AC073585.1;0
AC095057.4;6
AC034110.1;0
FP236383.8;0
AC117503.5;0
AC022267.1;0
SPEGNB;0
GPC3-AS1;0
AC108517.2;0
AC008770.4;0
AL390800.1;0
AL008725.1;8
AC093894.2;0
FAM246A;0
AC124864.2;0
AC016629.3;0
AL353579.1;0
NOTCH2NLR;1
AC007655.2;2
AL359916.1;1
AL357972.1;0
AC090983.2;0
AC116362.2;0
AL441992.2;1
AC022868.1;0
AL603764.1;0
AC010092.1;4
AL157394.3;39
AL121894.3;0
AC234031.1;3
AC114798.1;0
AC006158.2;0
AC093298.2;0
AC016074.2;1
AL049828.2;0
AC084277.1;0
AC006115.2;64
AP001095.1;0
AP000553.8;0
AC022413.2;356
AC245060.7;31
AC006040.1;0
AC083977.1;0
AC022415.2;26
AC093817.2;26
AC114930.1;0
AL603764.2;0
AC107071.1;1
SPDYE14;0
AC010336.7;8
DERPC;0
AC097480.2;0
AL122018.2;0
AC053503.6;0
Z97056.2;7
AC068282.1;51
FP236383.9;0
AC092445.1;0
FP236383.10;0
FP236383.11;1
AC097459.1;0
AL732406.1;7
AC096555.1;0
AP000331.1;4
AC009974.2;1
FP671120.10;0
AC026273.1;89
AC011467.6;0
AL034548.2;58
AL035106.1;54
AC113618.2;0
AC104066.4;1095
AL162253.2;28
AC002377.1;0
AC034222.2;0
AC012488.2;0
AC105402.1;0
AC024937.3;5
AC011233.2;0
AC073140.1;1
RNVU1-8;0
AC006158.3;0
AL596330.1;0
FAM246B;0
AC116317.1;89
AC011462.5;501
FP236383.12;2
AL139351.2;3
AC073140.2;6
AC232271.3;15
AC112172.2;0
AC124861.2;0
AC242842.3;0
AC018445.5;44
AC024236.1;0
AC023787.1;0
AC108021.1;0
AC055839.2;74
AL158195.1;0
AC069288.1;1
AC025449.2;24
AC138207.9;13
AC007666.2;0
AL162586.2;6
AC084364.3;0
AL606753.2;0
AC008281.1;0
AC011751.1;0
AC068616.1;0
AL158152.1;18
AC025475.2;0
AC139887.5;2
AC097499.2;0
AC012443.2;384
AC093838.1;0
AC005252.4;0
AL161640.2;0
AC098817.1;0
AC097654.1;1
AC092803.2;0
AUXG01000058.1;48
AL356534.1;35
AC104335.1;8
LINC00279;0
AC005040.2;0
NOTCH2NLC;22
AC007546.3;3
AC009070.1;0
AP001255.1;0
AC064836.3;464
AP000471.1;0
AC079163.2;0
AC093849.3;0
AC011754.2;0
SPDYE11;0
AL133335.1;1
AC010327.7;3
AL445423.3;0
AL365229.1;0
AC087885.1;0
AC079790.2;3
AL035461.3;0
AC018755.5;0
ARMCX5-GPRASP2;3
AC106821.2;0
AC093884.1;0
AL034422.1;4
AC080089.2;0
AC018797.3;1
AL442644.2;0
AC073046.3;3
AC125437.3;0
AC130404.2;0
AC009494.2;0
AC069209.2;171
AC016743.1;0
AL161945.1;0
AC097528.1;0
FP671120.11;0
AC096763.1;0
AC091889.1;0
FO082796.2;0
AC084871.3;3
AL137100.3;0
AC089983.2;0
AC078820.2;3
AC092604.1;3
BX322557.2;2
AL391832.4;0
AP001453.3;22
AC104370.1;0
FP236383.13;0
AF196969.1;0
AC092661.1;0
AL591074.2;0
AC008945.2;0
AC093843.2;0
AC078816.1;34
AC008679.1;0
AC061979.1;0
AL390066.2;1
AL009177.1;0
AL136096.1;0
AC108721.2;0
AC108063.2;1
AL353152.2;1
AC021733.4;103
AC016383.3;0
AL590681.1;0
AL138778.1;4
AL158065.1;0
AL109809.4;7
AL133482.1;18
AC011593.1;0
AC004047.1;0
AC099343.3;3
AP005901.5;0
AC107398.5;0
AL450307.1;0
AC018445.6;0
AC006445.3;0
AL121938.1;74
AC007350.1;0
AL662873.1;0
AC084724.1;2
AC007528.1;0
AC004893.2;181
AL139811.1;0
AC017028.1;37
AC084114.1;0
AL160410.1;0
AC008443.6;1
AL034550.3;77
AL157769.1;78
AL360178.1;5
AC010359.3;4
AC087175.1;24
Z93020.1;0
AC117469.1;6
AC096576.7;0
AL135978.1;32
AC108053.1;2
AC093791.2;0
AL356218.2;1
AC004080.17;0
AL033381.3;9
AC124861.3;0
Z95115.2;15
AL035427.2;1
AC079052.1;0
AC108690.1;2
AL353660.1;0
AC011388.1;33
AL353637.2;1
AC004828.2;2
AL161430.1;1
AC009230.1;0
AC025370.2;2
AC099487.2;0
Z99496.1;4
AL356776.2;90
AP002762.3;0
AC073210.3;7
AL359436.1;1
AL357127.2;0
AP002001.3;0
AC021613.3;1
AC114802.1;1
AC084834.1;3
AC108471.3;2
AC091393.2;0
AC046129.1;1
AC104451.2;1
AC115282.1;0
AC079384.2;0
AL355834.2;0
AC135726.1;0
AC106742.1;0
AC096647.1;3
AL844892.1;0
AC107081.3;1367
AC092944.3;0
AP005717.2;14
AC087427.1;0
AL512308.1;0
AP000553.9;4
AC005052.2;28
AC000072.1;15
AL031767.2;0
AP002813.1;34
AC064856.1;0
AC097450.1;0
AL449223.1;2
AC022387.2;29
AP001999.3;0
AL512590.3;2
AC006041.2;0
AC114964.2;1
AL713852.2;0
AL591845.1;11
AC084864.2;0
AL078622.1;4
AC090707.2;0
AC096645.1;4
AC019159.2;0
AL445255.1;0
AC005888.1;6
AC007432.1;0
AC026748.7;484
AL731702.1;17
AC002465.1;0
AL592078.2;6
Z97192.4;4
AC117373.2;0
AL158038.1;0
AC023049.1;0
AC115220.2;0
AL360013.3;1
AC104634.1;1
AC110926.1;0
AC069547.2;3
AC090629.1;0
AC010378.1;5
AC011228.2;0
AL132799.1;0
AC138776.1;1
AC004863.1;6
AC113410.4;33
AL391839.3;3
AC089985.1;0
AC002458.1;0
AC007682.1;0
AL355501.1;0
AL390791.1;0
AC017050.1;5
AL442067.3;20
AL133334.1;38
AC018716.2;0
AC097637.3;1
AC093796.1;2
AL360013.4;0
AL445984.2;0
AC004817.5;15
AL157996.2;8
AL773573.1;0
AC090936.1;0
AC009486.2;52
AL161731.1;0
BX004807.1;1
AC020558.6;382
BX842570.1;127
AC109472.1;0
AL020997.4;140
AC007656.4;0
AC025048.7;15
AC099654.11;0
AF111169.4;196
AL591115.1;0
AL354916.1;0
Z97056.3;0
AC016575.2;0
AL512603.1;0
AC091178.2;23
AL035661.2;280
AL355334.2;10
AL353688.1;0
AC109782.1;5
AP006222.2;2
AC016590.4;6
AC021573.1;0
AL499602.1;147
AL355596.2;0
AC012081.2;0
AC091893.2;0
AL162400.3;0
AC016769.5;32
AC009560.3;5
AC083870.1;2
AP006287.3;3
AC006538.4;0
AC024730.1;0
AC092850.2;0
AP002755.1;0
AL583809.1;0
AC068408.2;1
AC069280.2;0
AC108052.1;0
AC010251.1;2
AL445668.1;0
AL034427.1;0
AC027250.2;21
AL035252.5;4
AC133485.7;0
AL355672.1;0
AL592156.1;1
AC079030.1;0
AC095038.4;0
AC007130.1;0
AL132718.1;0
AC009501.2;7
AC011246.1;1
AL117344.2;4
AL121762.1;1
AC021451.2;0
Z80897.1;161
AL590483.4;0
AC006398.1;0
AC103858.3;36
AC010789.2;175
AC067942.4;0
AL023553.1;3
AC117509.1;1
AC069214.1;0
AC022325.2;0
AC092079.2;0
AL359764.1;1
AP001924.2;0
AL132982.1;1
AP006219.2;0
AL512643.2;1
AC018545.1;0
AL645768.1;518
AC008462.1;6
AC092745.4;6
AC087468.2;1
FP325317.2;0
AC004947.3;1
AC000050.2;9
AC026408.1;0
AC018695.8;1
Z95118.2;37
AL031768.2;4
AC010982.2;0
AL355870.2;2
AC142116.2;0
AC106719.1;0
AP000696.2;0
AL354743.1;0
AC009236.1;0
AC079851.1;0
AC107881.1;2
H3C2;19
AL022151.1;0
AC092567.2;4
AC023787.2;0
AC007652.2;0
AL161665.2;1
AC099506.3;0
AC090398.2;11
AC108057.1;1
AC097015.1;1
PARTICL;85
AL078604.4;0
AC021683.6;24
AC139019.1;143
AL591506.1;13
AL512655.1;0
AC008798.2;8
AC073973.1;0
AL096854.1;5
AC105941.1;0
AC124242.3;0
AC138409.3;0
AL359502.2;0
AC092645.2;16
AL079338.1;183
AL157938.4;0
AL596214.1;1
AP001631.2;3
AL591002.1;2
AL355836.2;8
AL390839.1;0
AL357075.2;0
AC021451.3;2
AP003065.1;374
AC091838.1;0
AC104088.2;0
AC098679.4;0
AC099845.1;0
AC011092.3;1
Z98742.4;0
AC078983.1;0
AL593844.1;0
AC006348.1;0
AC023511.3;0
AC092825.1;0
AC007879.5;0
AC245427.2;0
AC104304.3;1
AL359511.2;0
AL592146.2;3
AL136225.1;0
AL356608.3;12
AC121334.4;0
AC117528.1;0
AC092819.2;0
AC023483.1;5
AC034159.2;8
AL450992.3;0
AL161753.1;0
AC105101.2;11
AC023494.1;15
AC104472.4;51
AC084018.3;0
AL133335.2;0
AC104841.1;11
AC005697.3;0
AL132775.1;0
AC006197.2;0
LINC02885;0
AP006261.1;0
AL133493.2;0
AL512358.1;0
AC098595.1;109
AL645507.1;0
AC100756.3;0
AC110611.1;398
AC119427.2;0
AC007563.3;0
AC021660.4;0
AC012101.1;0
AC007100.2;0
AC115100.1;0
AC097468.3;26
AL135818.3;0
AC010201.3;3
AL589166.1;0
AL356433.1;0
AC007405.4;1
AL353774.1;0
AC006213.7;6
AL589182.3;6
AC011416.4;9
AL008730.1;0
AC084167.1;0
AC131944.1;2567
AC119673.2;168
AC239860.3;0
AC064843.1;0
AC034111.2;0
AC005041.4;150
AC069421.2;0
AC113370.1;0
AC090469.1;4
AP005900.1;2
AL096828.5;0
AC005803.1;9
AL133240.2;0
AL133405.1;0
AC008751.3;3
AL160400.1;3
AC146507.3;2
AC006112.1;0
AL512356.4;56
AC093765.2;0
AC123595.2;7
AC004879.1;0
AC093151.5;0
AC108073.3;0
AC091646.1;0
AP000248.1;0
AC008443.7;0
AC013267.1;3
AL121933.2;20
AC008459.1;0
AC068931.1;0
AC006566.2;0
AL139234.1;5
PRSS43P;14
AL021918.5;3
AC092125.2;0
AC092636.1;5
AL158011.1;0
AC008875.2;1
AC008453.2;4
AC005153.1;0
Z99716.2;2
AC068633.2;0
AC092933.2;0
AC087894.3;2
AL513524.1;0
AC104689.2;0
AP000648.9;0
AL663058.2;0
AC010641.2;1
AL391730.2;0
AC008532.1;5
AL450467.1;149
AC025253.2;0
AL096712.2;4
AL121935.3;0
AC068700.2;3
ACTBP4;2
AP006545.3;1
AC007649.1;0
AC073225.1;1
AL713998.3;5
AF235103.3;149
AC025262.3;1
AL512424.1;0
AL358976.1;0
AL158077.2;0
AL136040.2;0
AC022535.2;0
AP002748.6;296
AC090946.1;14
AC011351.1;0
AL590009.1;1
AC118469.2;1
AC105230.1;0
AL161935.3;2
AC026316.5;0
AC090826.3;5
AC092623.1;2
AC027612.3;0
AC084198.2;27
AC108075.1;0
AC044893.2;0
AC005682.2;6
AP001803.10;0
AC079140.6;103
AC010896.1;45
AP003783.1;2
AL138997.1;0
AC188617.1;0
AC105343.2;0
AC002331.1;0
AC113348.3;1
AC093001.2;1
AL589863.2;3
AC108452.1;0
AP001407.1;0
AC007066.3;8
AL391811.1;0
AC097375.5;0
AC010623.1;1
AC009244.1;0
AL021368.5;0
AL732509.1;64
AC018706.1;0
AC123786.3;0
AC009236.2;1
AC137695.3;119
AL365295.2;0
AP001360.2;1
AC091181.2;4
LINC02348;0
AC133530.1;0
AC126182.3;0
AC005753.2;0
AC092168.3;1
AC073968.2;0
AC007387.1;28
AL353612.2;1
AC008766.1;0
AC000065.1;1
AC127540.2;0
AC009947.3;0
AC114311.1;0
AL590807.1;1
AL627095.2;11
AC145625.2;0
AC008571.2;2
AC015802.7;2
AC140168.1;2
AC022509.5;5
AC091978.1;18
AL031290.1;0
AC135893.1;21
AP000769.6;0
AL137139.2;85
